Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1 tons,35 dB,,,,,,,,B00TZMSEWA," 37,990.00",LG,"LG LSA3GT5D L-Energia Split AC (1 Ton, 5 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,,,,LSA3GT5D,,,Grey,980 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA3GT5D-L-Energia-Rating-Aluminium/dp/B00TZMSEWA/ref=sr_1_696/255-8242722-1614436?ie=UTF8&qid=1485083785&s=kitchen&sr=1-696
,1.5 tons,54 dB,,,,,,,,B00V4T1HXA," 19,943.00",Panasonic,"Panasonic CW-UC1815YA Window AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,CW-UC1815YA,"28,990.00",,CW-UC1815YA,,,White,1700 Watts,Window,,,http://www.amazon.in/Panasonic-CW-UC1815YA-Window-White-Copper/dp/B00V4T1HXA/ref=sr_1_597/253-4237152-9053742?ie=UTF8&qid=1485083782&s=kitchen&sr=1-597
,2 tons,,,,,,,,,B00RWZL294," 41,990.00",LLYOD,"Llyod LS24A2N Split AC (2 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,,,,LS24A2N,#491,"#4,82,664",White,,Split,,230 Volts,http://www.amazon.in/Llyod-LS24A2N-Split-Rating-White/dp/B00RWZL294/ref=sr_1_744/253-3719876-0220469?ie=UTF8&qid=1485083786&s=kitchen&sr=1-744
,1.5 tons,,,,,,,,,B00RGHE6EG," 39,990.00",Panasonic,"Panasonic CS/CU-UC18QKYT3 Split AC (1.5 Ton, 3 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,,CS/CU-UC18QKYT3,,,Metallic Red,,Split,,,http://www.amazon.in/Panasonic-CS-CU-UC18QKYT3-Rating-Metallic/dp/B00RGHE6EG/ref=sr_1_768/255-7883536-6777603?ie=UTF8&qid=1485083787&s=kitchen&sr=1-768
,1 tons,,,,,,,,,B00REFYQMC," 37,100.00",Blue Star,"Blue Star 5HW12ZARF1 Split AC (1 Ton, 5 Star Rating, Wine Red, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,,,,5HW12ZARF1,,,Wine Red,990 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-5HW12ZARF1-Rating-Aluminium/dp/B00REFYQMC/ref=sr_1_791/254-6110368-0882513?ie=UTF8&qid=1485083787&s=kitchen&sr=1-791
,1.5 tons,43 dB,,,,,,,,B00RZDYBGY," 31,400.00",Voltas,"Voltas 182 DYU Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,182 Dyu,"36,190.00",,182 DYU,,,White,,Split,,,http://www.amazon.in/Voltas-182-DYU-Rating-Copper/dp/B00RZDYBGY/ref=sr_1_720/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-720
,0.75 tons,37 dB,,,,,,,,B00PASQZQU," 33,900.00",Daikin,"Daikin FTKP25PRV16 Split AC (0.75 Ton, White): Amazon.in: Home & Kitchen",,3 Star Rating,FTKP25PRV16,,,FTKP25PRV16,,,White,723 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-FTKP25PRV16-Split-0-75-White/dp/B00PASQZQU/ref=sr_1_864/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-864
,1 tons,50 dB,,,,,,,,B00Q666NY4," 29,490.00",LG,"LG LWA3GP3F Window AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,,LWA3GP3F,,,White,1160 Watts,Window,,230 Volts,http://www.amazon.in/LG-LWA3GP3F-Window-Rating-Copper/dp/B00Q666NY4/ref=sr_1_816/253-5508830-7945139?ie=UTF8&qid=1485083788&s=kitchen&sr=1-816
,1.5 tons,44 dB,,,,,,,,B00RZDYENY," 40,690.00",Voltas,"Voltas 183 PY Split AC (1.5 Ton, 3 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,183 PY,,,183 PY,#725,"#6,51,213",Silver,,Split,,,http://www.amazon.in/Voltas-183-PY-Rating-Silver/dp/B00RZDYENY/ref=sr_1_719/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-719
,1.5 tons,,,,,,,,,B00RZDYM36," 45,090.00",Voltas,"Voltas 18H-Elegant R Split AC (1.5 Ton, Red): Amazon.in: Home & Kitchen",,,18H-Elegant R,,,18H-Elegant R,,,Red,,Split,,230 Volts,http://www.amazon.in/Voltas-18H-Elegant-Split-1-5-Ton/dp/B00RZDYM36/ref=sr_1_718/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-718
,1 tons,,,,,,,,,B00RZDYTUW," 22,495.00",Voltas,"Voltas 123 PYA Window AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"24,890.00",,123 PYA,#479,"#4,57,212",White,,Window,,230 Volts,http://www.amazon.in/Voltas-123-PYA-Window-Rating/dp/B00RZDYTUW/ref=sr_1_716/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-716
,2 tons,,,,,,,,,B00S4STSTE," 52,500.00",Trane,"Trane TSR22DW3BSFC3 Split AC (2 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR22DW3BSFC3_WHE,,Remote Control,TSR22DW3BSFC3,,,White,1920 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR22DW3BSFC3-Split-Rating-Copper/dp/B00S4STSTE/ref=sr_1_713/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-713
,1 tons,,,,,,,,,B00RZDZ7AI," 22,000.00",Lloyd,"Lloyd LW12A3N Window AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"23,990.00",,LW12A3N,#415,"#3,95,196",White,,Window,,,http://www.amazon.in/Lloyd-LW12A3N-Window-Rating-White/dp/B00RZDZ7AI/ref=sr_1_714/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-714
,1.5 tons,,5 out of 5,,"Dear customers contact Ramana Rao.Trane Air conditioners authorised service center, 9581776645.Hyderabad Telangana 500060.",,,,,B00S4STZF6," 35,925.00",Trane,"Trane TSR18DW3BSFC3 Split AC (1.5 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",2 reviews,3 Star Rating,TAE_TSR18DW3BSFC3_WHE,,Remote Control,TSR18DW3BSFC3,,,White,1650 Watts,Split,5.0 out of 5 stars,240 Volts,http://www.amazon.in/Trane-TSR18DW3BSFC3-Split-Rating-Copper/dp/B00S4STZF6/ref=sr_1_712/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-712
,1 tons,,,,,,,,,B00S4SU3FC," 32,988.00",Trane,"Trane TSR12DW3 Split AC (1 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR12DW3_WHE,,Remote Control,TSR12DW3,,,White,1160 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR12DW3-Split-Rating-Copper/dp/B00S4SU3FC/ref=sr_1_711/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-711
,1.5 tons,,,,,,,,,B00S4SUF28," 41,113.00",Trane,"Trane TSR18MW3 Split AC (1.5 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR18MW3_WHE,,Remote Control,TSR18MW3,,,White,1750 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSR18MW3-Split-Rating-Copper/dp/B00S4SUF28/ref=sr_1_708/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-708
,1.5 tons,,,,,,,,,B00S4SU7N0," 51,391.00",Trane,"Trane TSR18MW5 Split AC (1.5 Ton, 5 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,5 Star Rating,TAE_TSR18MW5_WHE,,Remote Control,TSR18MW5,,,White,1550 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR18MW5-Split-Rating-Copper/dp/B00S4SU7N0/ref=sr_1_710/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-710
,1.5 tons,,,,,,,,,B00S4SUAX2,,Trane,"Trane TSR18MW4 Split AC (1.5 Ton, 4 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,4 Star Rating,TAE_TSR18MW4_WHE,,Remote Control,TSR18MW4,,,White,1630 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR18MW4-Split-Rating-Copper/dp/B00S4SUAX2/ref=sr_1_709/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-709
,1.5 tons,,,,,,,,,B00RZDYOF2,,Voltas,"Voltas 18H-Elegant S Split AC (1.5 Ton, Silver): Amazon.in: Home & Kitchen",,,18H-Elegant S,,,18H-Elegant S,,,Silver,,Split,,230 Volts,http://www.amazon.in/Voltas-18H-Elegant-Split-1-5-Silver/dp/B00RZDYOF2/ref=sr_1_717/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-717
,1 tons,,,,,,,,,B00S4SUN1Q," 38,666.00",Trane,"Trane TSR12MW4 Split AC (1 Ton, 4 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,4 Star Rating,TAE_TSR12MW4_WHE,,Remote Control,TSR12MW4,,,White,1100 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSR12MW4-Split-Rating-Copper/dp/B00S4SUN1Q/ref=sr_1_706/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-706
,1 tons,,,,,,,,,B00S4SUQOU," 36,218.00",Trane,"Trane TSR12MW3 Split AC (1 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR12MW3_WHE,,Remote Control,TSR12MW3,,,White,1138 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSR12MW3-Split-Rating-Copper/dp/B00S4SUQOU/ref=sr_1_705/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-705
,1.5 tons,,,,,,,,,B00S4SVJGE," 64,606.00",Trane,"Trane TSI18MS Inverter Split AC (1.5 Ton, White , Copper): Amazon.in: Home & Kitchen",,Inverter,TAE_TSI18MS_WHE,,Remote Control,TSI18MS,,,White,5217 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSI18MS-Inverter-Split-Copper/dp/B00S4SVJGE/ref=sr_1_701/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-701
,1.5 tons,,,,,,,,,B00S4SV7LG," 54,328.00",Trane,"Trane TSI18DS Inverter Split AC (1.5 Ton, White , Copper): Amazon.in: Home & Kitchen",,Inverter,TAE_TSI18DS_WHE,,,TSI18DS,,,White,5274 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSI18DS-Inverter-Split-Copper/dp/B00S4SV7LG/ref=sr_1_703/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-703
,2 tons,,,,,,,,,B00S4SV3QA,,Trane,"Trane TSI22DS Inverter Split AC (2 Ton, White , Copper): Amazon.in: Home & Kitchen",,Inverter,TAE_TSI22DS_WHE,,,TSI22DS,#704,"#6,48,850",White,7032 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSI22DS-Inverter-Split-Copper/dp/B00S4SV3QA/ref=sr_1_704/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-704
,1 tons,,,,,,,,,B00S4SVN7O," 57,754.00",Trane,"Trane TSI12MS Inverter Split AC (1 Ton, White , Copper): Amazon.in: Home & Kitchen",,Inverter,TAE_TSI12MS_WHE,,Remote Control,TSI12MS,,,White,3458 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSI12MS-Inverter-Split-Copper/dp/B00S4SVN7O/ref=sr_1_700/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-700
,1.5 tons,43 dB,very poor after sales service. Do not recommend LLOYD to anyone,,,,,,,B00TUTTE90," 29,990.00",Lloyd,"Lloyd Curvy LS19A3FX Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",1 review,3 Star Rating,LS19A3FX,"30,990.00",Remote Control,LS19A3FX,#628,"#5,93,633",White,1600 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Lloyd-Curvy-LS19A3FX-Split-Rating/dp/B00TUTTE90/ref=sr_1_698/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-698
,2 tons,50 dB,,,,,,,,B00TUTSR0W," 39,500.00",Lloyd,"Lloyd Curvy LS24A3FX Split AC (2 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,LS24A3FX,"41,990.00",Remote Control,LS24A3FX,,,White,1980 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-Curvy-LS24A3FX-Split-Rating/dp/B00TUTSR0W/ref=sr_1_699/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-699
,1 tons,35 dB,,,,,,,,B00TZMS39E," 32,800.00",LG,"LG LSA3AT3D L-Aura Terminator Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,,LSA3AT3D,#434,"#4,03,765",White,1070 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA3AT3D-L-Aura-Terminator-Rating/dp/B00TZMS39E/ref=sr_1_697/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-697
,1.8 tons,47 dB,,,,,,,,B00PASR6KY," 57,400.00",Daikin,"Daikin FTKP60PRV16 Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",,3 Star Rating,FTKP60PRV16,,,FTKP60PRV16,#696,"#6,47,762",White,1765 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-FTKP60PRV16-Split-1-8-White/dp/B00PASR6KY/ref=sr_1_862/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-862
,1.8 tons,47 dB,,,,,,,,B00PASRFMI," 50,500.00",Daikin,"Daikin FTF60PRV16 Split AC (1.8 Ton, 4 Star Rating, White): Amazon.in: Home & Kitchen",,4 Star Rating,FTF60PRV16,,,FTF60PRV16,,,White,1882 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-FTF60PRV16-Split-Rating-White/dp/B00PASRFMI/ref=sr_1_861/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-861
,1 tons,41 dB,,,,,,,,B00PASRUPK," 38,500.00",Daikin,"Daikin FTYN35JXV1 Split AC (1 Ton, White): Amazon.in: Home & Kitchen",,,FTYN35JXV1,,,FTYN35JXV1,,,White,988 Watts,Split,,240 Volts,http://www.amazon.in/Daikin-FTYN35JXV1-Split-Ton-White/dp/B00PASRUPK/ref=sr_1_858/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-858
,1.5 tons,45 dB,,,,,,,,B00PASRQ40," 29,500.00",Daikin,"Daikin FTQ50QRV16 Split AC (1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,FTQ50PRV16,"36,700.00",,FTQ50QRV16,#590,"#5,73,824",White,1705 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-FTQ50QRV16-Split-Rating-White/dp/B00PASRQ40/ref=sr_1_860/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-860
,1.8 tons,47 dB,,,,,,,,B00PASRS5M," 40,000.00",Daikin,"Daikin FTQ60PRV16 Split AC (1.8 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,FTQ60PRV16,,,FTQ60PRV16,,,White,2099 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-FTQ60PRV16-Split-Rating-White/dp/B00PASRS5M/ref=sr_1_859/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-859
,1.5 tons,44 dB,,,,,,,,B00PASRXFM," 47,000.00",Daikin,"Daikin FTYN50JXV1 Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",,,FTYN50JXV1,,,FTYN50JXV1,,,White,1490 Watts,Split,,240 Volts,http://www.amazon.in/Daikin-FTYN50JXV1-Split-1-5-White/dp/B00PASRXFM/ref=sr_1_857/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-857
,1.8 tons,48 dB,,,,,,,,B00PASRZR8," 57,500.00",Daikin,"Daikin FTYN60JXV1 Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",,,FTYN60JXV1,,,FTYN60JXV1,,,White,1800 Watts,Split,,240 Volts,http://www.amazon.in/Daikin-FTYN60JXV1-Split-1-8-White/dp/B00PASRZR8/ref=sr_1_856/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-856
,2 tons,,,,,,,,,B00PLQNTLA," 39,990.00",O General,"O General AXGT24AATH-2.0 Window AC (2 Ton, 1 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,1 Star Rating,,,Remote Control,AXGT24AATH-New,,,White,2360 Watts,Window,,240 Volts,http://www.amazon.in/General-AXGT24AATH-2-0-Window-Rating-Aluminium/dp/B00PLQNTLA/ref=sr_1_855/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-855
,2 tons,35 dB,,,,,,,,B00PLQOTYQ," 50,000.00",O General,"O General ASGA24FMTA-2 Hyper Tropical Wall Mounted Split AC (2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,,,Remote Control,ASGA24FMTA,#564,"#5,30,935",White,2460 Watts,Split,,230 Volts,http://www.amazon.in/General-ASGA24FMTA-2-Tropical-Mounted-Rating/dp/B00PLQOTYQ/ref=sr_1_854/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-854
,1.5 tons,36 dB,,,,,,,,B00PLQP774," 56,690.00",O General,"O General ASG18RBAJ-1.5 Hot and Cold Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"58,290.00",Remote Control,ASG18RBAJ,,,White,,Split,,240 Volts,http://www.amazon.in/General-ASG18RBAJ-1-5-Split-White-Copper/dp/B00PLQP774/ref=sr_1_853/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-853
,2 tons,36 dB,,,,,,,,B00PLQPEU4," 61,990.00",O General,"O General ASG24RBAJ-2 Hot and Cold Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",,,,"63,990.00",Remote Control,ASG24RBAJ,,,White,,Split,,240 Volts,http://www.amazon.in/General-ASG24RBAJ-2-Split-White-Copper/dp/B00PLQPEU4/ref=sr_1_852/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-852
,2.5 tons,36 dB,,,,,,,,B00PLQPMYM," 83,990.00",O General,"O General ASG30RBAJ-2.5 Hot and Cold Split AC (2.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,,,,Remote Control,ASG30RBAJ,,,White,,Split,,240 Volts,http://www.amazon.in/General-ASG30RBAJ-2-5-Split-White-Copper/dp/B00PLQPMYM/ref=sr_1_851/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-851
,2.5 tons,33 dB,,,,,,,,B00PLQQKIY," 89,640.00",O General,"O General ASGA30JCC-2.5 Inverter Wall Mounted Split AC (2.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,ASGA30JCC,#664,"#6,34,428",White,2660 Watts,Split,,240 Volts,http://www.amazon.in/General-ASGA30JCC-2-5-Inverter-Mounted-Copper/dp/B00PLQQKIY/ref=sr_1_849/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-849
,2.5 tons,33 dB,,,,,,,,B00PLQR3JE," 91,500.00",O General,"O General ASGA30LFCA-2.5 Inverter Hot and Cold Wall Mounted Split AC (2.5 Ton, White): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,ASHG30LFCA,,,White,2490 Watts,Split,,240 Volts,http://www.amazon.in/General-ASGA30LFCA-2-5-Inverter-Mounted-Split/dp/B00PLQR3JE/ref=sr_1_848/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-848
,1.5 tons,54 dB,,,,,,,,B00PU1BIGY," 25,990.00",Lloyd,"Lloyd LW19A2P Window AC (1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,,,Remote Control,LW19A2P,,,White,,Window,,230 Volts,http://www.amazon.in/Lloyd-LW19A2P-Window-Rating-White/dp/B00PU1BIGY/ref=sr_1_847/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-847
,0.75 tons,22 dB,,,,,,,,B00PLQQ0XE," 39,990.00",O General,"O General ASGG09JLCA-0.75 Inverter Wall Mounted Split AC (0.75 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,ASGG09JLCA,#398,"#3,85,384",White,730 Watts,Split,,240 Volts,http://www.amazon.in/General-ASGG09JLCA-0-75-Inverter-Mounted-Copper/dp/B00PLQQ0XE/ref=sr_1_850/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-850
,1 tons,,5 *,,,,,,,B00PU1BWKQ," 30,567.00",Lloyd,"Lloyd Sleekstar LS13A5SN Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",1 review,5 Star Rating,,,Remote Control,LS13A5SN,#540,"#5,19,266",White,990 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Lloyd-Sleekstar-LS13A5SN-Split-Rating/dp/B00PU1BWKQ/ref=sr_1_846/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-846
,1.5 tons,,,,,,,,,B00PU1CHF0," 27,500.00",Lloyd,"Lloyd Grandeura LS19A2P Split AC (1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,,"27,990.00",Remote Control,LS19A2P,#518,"#5,10,140",White,1700 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-Grandeura-LS19A2P-Split-Rating/dp/B00PU1CHF0/ref=sr_1_845/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-845
,2 tons,,,,,,,,,B00PU1CLXS," 41,900.00",Lloyd,"Lloyd Grandeura LS24A3LN Split AC (2 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"43,990.00",Remote Control,LS24A3LN,#608,"#5,87,655",White,2005 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-Grandeura-LS24A3LN-Split-Rating/dp/B00PU1CLXS/ref=sr_1_844/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-844
,2 tons,,,,,,,,,B00PU1GNLE," 53,990.00",Lloyd,"Lloyd Inverto LS24DCN DC Inverter Split AC (2 Ton, White): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,LS24DCN,,,White,3400 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-Inverto-LS24DCN-Inverter-Split/dp/B00PU1GNLE/ref=sr_1_841/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-841
,1.5 tons,52 dB,,,,,,,,B00Q667GFO," 31,990.00",LG,"LG LWA5CS3F Window AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,,LWA5CS3F,#463,"#4,37,443",White,1610 Watts,Window,,230 Volts,http://www.amazon.in/LG-LWA5CS3F-Window-Rating-Copper/dp/B00Q667GFO/ref=sr_1_815/253-5508830-7945139?ie=UTF8&qid=1485083788&s=kitchen&sr=1-815
,2 tons,40 dB,,,,,,,,B00RZDZ28A," 35,090.00",Voltas,"Voltas 24HY Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",,,,,,24HY,,,White,,Split,,230 Volts,http://www.amazon.in/Voltas-24HY-Split-White-Copper/dp/B00RZDZ28A/ref=sr_1_715/255-9869729-1203234?ie=UTF8&qid=1485083785&s=kitchen&sr=1-715
,1.5 tons,42 dB,,,,,,,,B00QPWOZVW,,Voltas,"Voltas 18V DY Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,,,"59,990.00",Remote Control,18V DY,,,White,1600 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-18V-DY-Inverter-Copper/dp/B00QPWOZVW/ref=sr_1_814/253-5508830-7945139?ie=UTF8&qid=1485083788&s=kitchen&sr=1-814
,1.5 tons,,Please don't buy Panasonic window air conditioners. My new ac kinked off within 6 months. Service people from Panasonic found that refrigerant has totally leaked off. New ac not even 6 months old. They have so far refused a replacement.,,,,,,,B00RB9J48W," 35,490.00",Panasonic,"Panasonic CW-YC1814YA Window AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,3 Star Rating,CW-YC1814YA,,,CW-YC1814YA,#707,"#6,48,934",White,,Window,1.0 out of 5 stars,,http://www.amazon.in/Panasonic-CW-YC1814YA-Window-Rating-Copper/dp/B00RB9J48W/ref=sr_1_812/253-5508830-7945139?ie=UTF8&qid=1485083788&s=kitchen&sr=1-812
,1.5 tons,,,,,,,,,B00PU1GGBQ," 43,990.00",Lloyd,"Lloyd Inverto LS18DCN DC Inverter Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,LS18DCN,,,White,1880 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-Inverto-LS18DCN-Inverter-Split/dp/B00PU1GGBQ/ref=sr_1_842/255-9930101-1636434?ie=UTF8&qid=1485083789&s=kitchen&sr=1-842
,1.5 tons,,,,,,,,,B00RB9IT9C," 48,990.00",Panasonic,"Panasonic KC-18QKY Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,,,,KC-18QKY,,,White,1540 Watts,Split,,230 Volts,http://www.amazon.in/Panasonic-KC-18QKY-Split-Rating-Copper/dp/B00RB9IT9C/ref=sr_1_813/253-5508830-7945139?ie=UTF8&qid=1485083788&s=kitchen&sr=1-813
,1.5 tons,,Want to give zero star rating for Panasonic a/cs. I bought this window type in Sept.'14 and it started to become ineffective since last month. Panasonic service centre have washed their hands off. I am left with a defective set now. Please don't buy Panasonic.,,,,,,,B00RB9J7CA," 34,500.00",Panasonic,"Panasonic CW-KC1814YA Window AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,5 Star Rating,CW-KC1814YA,"39,490.00",,CW-KC1814YA,,,White,,Window,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Panasonic-CW-KC1814YA-Window-Rating-Copper/dp/B00RB9J7CA/ref=sr_1_811/253-5508830-7945139?ie=UTF8&qid=1485083788&s=kitchen&sr=1-811
,2 tons,48 dB,,,,,,,,B00RCI7NNU," 43,800.00",Blue Star,"Blue Star 3HW24JA1 Split AC (2 Ton, 3 Star Rating, ): Amazon.in: Home & Kitchen",,3 Star Rating,3HW24JA1,,Remote Control,3HW24JA1,,,white,,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW24JA1-Split-Rating/dp/B00RCI7NNU/ref=sr_1_810/253-5508830-7945139?ie=UTF8&qid=1485083788&s=kitchen&sr=1-810
