Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1 tons,38 dB,"A Tata Brand, will always satisfy you.As it was Amazon fulfilled, i could not get 1000 gift card. However, no difference in service for Amazon fulfilled and not fulfilled was observed.Even after requesting debit card swap facility , Amazon people were forcing for cash.Surprisingly neither Amazon nor Voltas customer care was telling us the variable costs ranges for the installation. On much more requests i found that, i need to purchase handle / stand @ 750 /- for the out door unit from installation person and 1500 installation charges. Which, the person told me to buy for 1000/- , where i could tell him i know the exact price of the stand. More surprisingly 10 feet of copper hosting of this AC was smaller than that of other company's AC on installed in same floor as mine. So, i needed to pay extra at the amount desired by the installer.This AC do not contain 3 Pin to insert in plug, so the person inserted wires only in the plug to start the AC working. I have not received any Demo visit. The water outlet pipe fitted is not 10 feet, still i had to pay for 10 feet.I request Amazon and Voltas customer cares to tell the installation fees in advance before installers reach customers home, as installers took wrong charges.For other customers : please be aware of cheating from installers (even though they r from the same company).",Very good ac but installation changes is 1500 additional which is not good,"DO NOT BUY ANY VOLTAS AC - POOR AFTER SALE SERVICE BY VOLTASVERY POOR CUSTOMER SERVICE BY VOLTAS TEAMIF YOU FACE ANY PROBLEM, CUSTOMER CARE WILL NOT HELP YOU & YOU HAVE TO WAIT A LONG TIME FOR THEIR TECHNICIAN TO VISIT.BETTER GO FOR OTHER BRAND AC'S.",,,,,B00LWRE16Y," 29,700.00",Voltas,"Voltas 125 EY(R) Executive R Split AC (1 Ton, 5 Star Rating, Wine Red, Copper): Amazon.in: Home & Kitchen",20 reviews,5 Star Rating,125 EY-IMR,"37,590.00",Remote Control,1.0 T 125 EY(R ),#22,"#12,551",Wine Red,1011 Watts,Split,3.8 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-125-EY-Executive-Rating/dp/B00LWRE16Y/ref=sr_1_15/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-15
"Wrong installation, have left drainage pipe open in my room. Already, costed Rs.5800/- for the installation and who knows how much else we have to spent. Made room so dirt, didn't even bother to clean anything. I have photos as proof proof for all this. But, Amazon delivery has no problems. Worst kind of service from Voltas. If you make such good products but if your service is ridiculous, your product is only going to cause inconvenience and suffering to customers.",1.5 tons,44 dB,"i wish i paid more heed to the negative reviews already there for this product. But the lightning sale was just too tempting, and i figured 'how bad can it really be?"" Bad decision. It's been pure and simple horrible! Its been 15 days since the purchase and i have not been able to use the AC even once. The first guy who came for the installation apparently left too much gas, causing ice formation in the indoor unit, which hence had to be kept switched off. 3 days later, someone came to resolve it, removed gas, and in the process not only made the AC completely non effective, but also broke the swing making it impossible for the flap to close. the call center rep assured me that he would get it checked on priority - but actually didn't note the problem at all! i just called up to ask the status of my complaint and have been pushed back a further 3 working days for resolution. Considering i've spent almost 40k of my hard earned cash on this piece of junk, i now wish i had gone with a tried and trusted brand instead. There is no escalation matrix, call center doesn't have a TL available for a chat, there are no mail ids to call, service center doesn't entertain calls - all you are left with is an ineffective call center rep, a text box to vent your frustrations online, and a broken AC. Hope you are stronger willed than I was - there are no free / discounted lunches, and if something is being sold at a heavy discount, it is quite likely that there is some problem with it.",Please do not buy... Amazon is misguiding customers by writing incorrect product description.Installation is not included. Voltas charges Rs 1500 for a very inefficient and untidy installation.Amazon mentions the product comes with a copper tube/compressor but the product comes with all aluminium which is a huge cost factor. Copper tube/compressors are always more durable and expensive than aluminium ones.,Wish there was a negative star rating too. This is the first time I ordered the AC for my room. Was pretty excited before I got the clear picture. In the description it has been mentioned that they would be providing a Copper tube grove but the compressor which came has an Aluminium tube! The description mentioned by Amazon is absolutely deceiving. For the service provided by Voltas all that i can say is... its Awful!...  The worst service ever! An engineer was supposed to contact me in 24 hours for installation but there was no response for 3 days!... Absolutely unsatisfied with  the product and service provided  by Amazon and Voltas both!,"This is one of the best buys Ive ever made!This a/c looks so sleek,is silent and cools very soon.It barely takes any time at all to cool the entire room+closed balcony!Definitely recommended to everyone,I love it!","I am fed up with Voltas guys as they are not coming for installing the product. Everyday I kept on calling them.  And they claim that warranty will be void if I get it installed through other technicians.In addition, the local stores are offering free installation with stabilizer free.After waiting for 8 days, I returned this product. I am frustrated by the way Voltas people answer. The worst customer care and worst service.","After reading many reviews on various portals i was sceptical to buy online due to mainly installation issues, faulty product issues.My experience has been as followsAmazon - Phenominal service, great tracking, spot on delivery, good packaging and very friendly customer service. Full marks thereAC - installation couldn't have been smoother, i called up the helpline and they followed up with me and got the product installed the very next day. The technician was skilled. The product works just fine and looks great too.I  bought this AC in Mumbai..this cools super fast, is very stylish and  absolute value for money.Lastly - this is not a paid review....i am a genuine buyer of this product.","No issues so far. Delivery was prompt by Amazon (within 3 days - that was awesome!) Been a couple of weeks since installation & the machine seems to be working fine. Installation was prompt. Infact there was a same day offer by Voltas to install. All in all, a good buy.",B00LWRE57E," 34,000.00",Voltas,"Voltas 185 EY(S) Executive S Split AC (1.5 Ton, 5 Star Rating, Silver, Aluminium): Amazon.in: Home & Kitchen",162 reviews,5 Star Rating,185 EY IMS,"45,990.00",Remote Control,1.5T 185 EY( S),#37,"#21,659",Silver,1438 Watts,Split,3.7 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-185-EY-Executive-Aluminium/dp/B00LWRE57E/ref=sr_1_14/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-14
,1 tons,39 dB,"I bought Carrier AC after much deliberation and have looked at all other options. I have shortlisted Daikin, Carrier, Hitachi, O General and Mitsubishi only, as i want Full Copper Condenser unlike aluminium condenser in LG, Samsung, Voltas or Bluestar. Because of Copper Condenser, the cooling is very fast and effective. Also, looks wise as well as performance wise, the product is excellent. In terms of noise, Daikin ACs are the best though it is still comparable with Hitachi and much better than LG/Samsung/Voltas.Only issue I faced was with Installation, which took time and I have to pay Rs 1500 for installation and Rs 2000 for extra Copper pipe.",I purchase rs.35250.(3 month ago) Carrier 1.5 ton 5 star superior model it is a very good and nice cooling. display LED.. silent . I give five star selle for price. from-javedsaiyed (Nandasan) Gujarat.,"Amazing delivery by Amazon and ATS team. About the product it is good in terms of performance, long term usage especially during summer remains to be verified. Two things which have reduced the rating:a) The out door unit doesn't have a protection plastic cap or cover over the copper pipe inlets. This is strange as the unit has holes to fix the cover but no cover. The installation team confirmed that carrier doesn't provide the cover, this is unacceptable considering the cover is a basic small cost item and even the unbranded air conditioners provide the same.b) Installation team was competent , fast and clean, however they haven't yet sent the installation report or the invoice for the installation charges paid. Maybe some genuine issues , however the same still remains outstanding inspite of calls to the local Carrier office.",,,,,B00LSJZMFA," 30,290.00",Carrier,"Carrier Superia Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",10 reviews,5 Star Rating,Superia,"39,200.00",Remote Control,Superia,#23,"#13,055",White,1048 Watts,Split,3.9 out of 5 stars,230 Volts,http://www.amazon.in/Carrier-Superia-Split-Rating-Copper/dp/B00LSJZMFA/ref=sr_1_13/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-13
,1 tons,40 dB,"I ordered this AC from Amazon thinking about the reputation that Amazon has maintained till now . I have been buying small items ( mobile fones , clothes , pens etc ) with good products and service by Amazon every time. However , this time the experience was worse.After the AC was delivered the technician from Voltas called up to ask for installation and we told him to come right away. I rechecked with the website where it is mentioned that the charges for installation can range between 300-1500 Rs. The technician after inspecting the AC quoted an amount of 3200 by saying all kinds of non sense "" extra "" things. More so , he used filthy language when we told him that the website has actually quoted the price range for the installation . I did not expect this kind of behaviour from a Voltas employee. We refused to get the installation done by this AC technician and have lodged a complaint with Voltas too. We requested a private AC installer who did the job for 1200 rs. The technician even threatened us that if we get the job done from any other company then we will loose the warranty. We would soon be lodging a complaint with Consumer Court also.Over all , a lot of waste of time and effort for a small thing like installation of AC. I would recommend others to buy a different  brand.",The product description doesn't include what all included. For the example it's not clear if copper tube and power supply cable included,"HI sandeep,As I thought voltages was a good company, After reading your review, me and my friends had changed our mind set and brought another brand.Thanks for your reviewKarthik",,"Best AirConditioner at 18K Deal, Work fantastic. Package contains everything ie Copper pipe, wire, remote & Ect.",,,B00VT343YQ," 23,200.00",Voltas,"Voltas 122DYE Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",7 reviews,2 Star Rating,122DYe,"27,790.00",Remote Control,122DYe,#51,"#35,505",White,1099 Watts,Split,3.3 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-122DYE-Split-Rating-Copper/dp/B00VT343YQ/ref=sr_1_16/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-16
Good product & 5star service from Amazon... But third class service from LG.,1 tons,35 dB,"I am reviewing the ac after 2 months of usage.  I am breaking down my review in parts :1.  deliverymy seller was cloudtail which is a trusted seller according to my experiences. However, they didn't provide 1 day or 2 day delivery option even though I stay in Delhi.  The delivery took 4 days.  their delivery staff helped me in carrying the ac components till the 4th floor. Great.2. Installation.  I called for an LG technician that day and the installation happened later in the evening. it took an hour.  charges 1900 which includes, outer mounting stand rs600, 2 metre extra wire for stabilizer as I mounted on top rs 160 and rest amount is installation charges. anyway, they were LG technicians and I got a reciept for the work.3. Cooling factor : considering my room size which is more than 10 x 11 ft, plus a kitchen and a corridor, the ac cools fast.  I don't use the Himalaya cooling, but just set the thermoset to 27-26 c which efficiently cools.4. Bills. my usage maybe 4-6 hours on an average.  the ac gives me an extra bill of 600 rs (bses Delhi rate)  which I ld say, is quite negligible considering the peace of mind you get amidst the soaring temperatures.5.Maintenance. till now I regularly clean the air filter as per the user manual. and I can say all is good.6.stabilizer. I got it from snapdeal, v guard 400 voltage for 1583 rs. local market they were not willing to go below rs 2000.7. total cost ac 24400 + installation 1900 + stab 1583 = 27883","Looking good, working good & I love it.But ln side unit shows  only 3 star instead of 5...Please explain me why","LG Team,We received a defective LG LSA3NP5A L-Nova Plus Split AC (1 Ton, 5 Star Rating, White) product purchased thru Amazon. After spending on the installation & wasting 4 hrs of time, it turned out to be in Non-Working condition. As per the service engineer No output to AC is working, needs a part replacement. Moreover he isn't sure which part & by when it will be sent. Absolutely No Accountability & Ownership from LG representatives. It takes several calls to get to the Reps & online complaint system is worst (Can't log complain online).I would rather ask for a New Product Replacement or total REFUND. Such a disappointing experience with our first LG product. Looking forward for a quick reSolution asap.","Thanks Amazon for the good deal, I got the product at 24600 with promotion + 10% hdfc cash back. Also following up with lg for getting it installed. I bought the outdoor stand and v Guard separately ( 800+1800). Installation cost around 1750","Its an amazing product. Amazon did a fantastic job of following up with LG for installation, LG it self was pretty pathetic with it. I has to register for installation multiple times. Once you get the service guy at your home things get smoother. The installation guys were very professional, they did a good job. The AC is a true five star from electrical consumption point of view. With a average run of 12 hours per day the additional bill was around 800 Rs which is very economical. The night mode with auto temperature increment is a very useful feature. The controls are easy to use. I wish the remote had light in it, that would have made it easy to operate in the night, it not a big hindrance. The economy mode is very useful, and I use that all the time. Remember to always buy a voltage stabilizer with it. All in all a very good buy.","The AC is really awesome. Although the time taken to cool the room is little high, might be my room is little large. But I sleep right below the AC, so I get cool air immediately. Overall the AC is serving the purpose very well. I used an average of 10hrs a day for 15 days at 28 degrees. I got an increase of just 200rs in my power bill. That's really surprising!","Its good . So far.but cooling doesn't stay for long after turning it off.. I would request you to improve your customer service in LG as they say stupid things on calls like they say"" I have to pay to the technician as much as he is asking over and above the installation charges"" I mean isn't there a rate card for company like LG.",B00UTDQYO4," 27,090.00",LG,"LG LSA3NP5A L-Nova Plus Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",28 reviews,5 Star Rating,,"35,490.00",Remote Control,LSA3NP5A,#35,"#20,871",White,980 Watts,Split,4.2 out of 5 stars,230 Volts,http://www.amazon.in/LG-LSA3NP5A-L-Nova-Rating-Copper/dp/B00UTDQYO4/ref=sr_1_12/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-12
,2 tons,50 dB,"This AC has been installed by professionals fro HOUSE JOY services. Unfortunately it does not work. To be very specific....the out door unit of this split AC keeps tripping every time the unit is switched on. Thus the compressor does not work and there is no cooling.I have called Voltas customer care several times and I have still not received a call from their technician.This is the second time I am writing this review. The first time it was not posted as apparently it had spiteful or untrue content.I have spent Rs. 50000 of my hard earned money for a product that is not working and my review is rejected for being spiteful. If this review is not posted I will post a review in the news papers. I am a journalist and can tell the world how I have received a product that does not work, no customer service, and been insulted by my honest review being rejected for its content. This means Amazon only posts good reviews and bad ones are hidden to trick customers into buying!!! I'm sure people would like to read my review on a public consumer Forum as Amazon refuses to publish it!!!","Product is fine and as described and the delivery was timely. However, EasyHome's shipment needs improvement - 1 of the locks (used to hang on the wall metal frame) was broken on arrival - I have attached the broken lock and normal locks photos, pls see. Installation team was good enough to organize it in a couple of days ELSE I would have to deal with replacement process with Amazon/ EasyHome, which would have taken longer. Though unrelated but installation also substandard.","Superb AC! I'm glad to have bought this. My model is DYe which is an upgrade of this model. I got the DYe model when I ordered this DY model. So you may also receive what I got. It's quite powerful and cools our large bedroom instantly and efficiently. To my knowledge this is the most efficient 2 Ton AC in the market (at the time of writing). I couldn't find any 2 Ton AC consuming less than 1741 watts (1774 watts is for DY model). It has all the features a good AC should. There are advanced and sophisticated models from Hitachi. However with more sophistication comes the difficulty to service or repair the unit. There is still shortage of qualified technicians. Personally I would wait a few more years before adopting such advanced models in order to avoid the headaches of after sales service.My experience with the Voltas service was a good one. These guys installed the unit on the day I received it. I had some issues after the installation which was also resolved to my satisfaction. I still look forward to experiencing the professionalism shown in developed countries. The Indian service simply lack that. Anyway the service aspect was one of the main reasons to opt a Voltas product.You will have to buy a wall mount separately for the ODU. You will also need to buy a 15 Amp stabilizer to handle voltage fluctuations. Besides this the technician may ask you to get 500 g of white cement to seal the opening of the wall. An installation charge of Rs. 1,500 + Rs. 350 (Installing the Wall Mount) will also be charged. Well these are the additional costs you will incur along with this unit. These installation charges may vary depending on your location.In all this is an powerful AC capable of cooling large rooms including showrooms!",,AC was in good in condition and working fine.,,,B00LWRDWVO," 45,000.00",Voltas,"Voltas 245 DY Delux Y Series Split AC (2 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",4 reviews,5 Star Rating,245 DY,"57,190.00",Remote Control,2.0 T 245 DY,#16,"#8,488",White,1774 Watts,Split,3.8 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-245-DY-Rating-Copper/dp/B00LWRDWVO/ref=sr_1_11/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-11
Till now satisfied with the product. 1 star less only due to delay in installation.,1 tons,39 dB,"If this product could be used out of the box, I would rate it 5 star. Unfortunately when you buy an AC you must also get the thing fitted before you can use it. That is where Voltas SUCKS! Nobody called us for 5 days after the delivery for installation. When we called them repeatedly and threatened to return the AC, they grudgingly came by for installation. The guys who came told my mother that they'd have to cut the windows in order to install it (mind you, this is a split AC)!! When I told them that that's not acceptable and we'd return the AC, they said go ahead and left happily :D. I was able to get external help to get it fitted correctly without any structural changes and the product itself works great.Buyer Beware: If you buy this product, add about Rs. 3,500 to your budget as installation cost.","I am amazed with quality of Ac, as it's equivalent with other 1.5 ton Ac.. Only for installation, you need to be pro active.. Bought on Lightning deal with credit card offer","After lots of search I bought this item. Comparison was with LG and then I did choose this product Voltas as it comes with 'Copper tube' .As of now It cool the room pretty fast and not much sound from the fan. I am so happy that in our place shop distributor will takes care of installation part.The person did not collect the money when I asked him, he said they should not collect money from customers and company pay for them.Remote have almost all the functionalities included. So far all fine...",It is a classic product by Voltas running exactly perfect with cc 3560 you will be felling cold even at 26 temperature,Product might be good - dont know. Because it is still inside the cardboard box - thanks to service provided by Voltas customer care. (They just dont care.) Hopefully someone might come an install this before the rain starts.,Delivery was fast but Voltas customer service is very bad. Called around 20 times to install it,Effective ....  Noisy Compressor....,B00LWRDI18," 28,200.00",Voltas,"Voltas 125 CYA/E/I/U Classic Y Series Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",19 reviews,5 Star Rating,125 CY,"39,990.00",Remote Control,1.0 T 125 CY,#19,"#10,032",White,1025 Watts,Split,3.6 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-125-Classic-Rating-Copper/dp/B00LWRDI18/ref=sr_1_10/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-10
,1.5 tons,58 dB,"Hi all ...I live in himachal pradesh , but the temperatures does goes up during the summers. So I felt like getting an AC.The AC comes with everything to ease the installation and you wont require anything apart from the wall mount brackets for the outdoor unit. I got this AC last summer after doing a thorough research over the internet.The AC looks great and the cooling is very efficient.The AC was installed within 2 days after I called the VOLTAS customer care service, they arranged a local authorised technician and he did a great job and installed the AC within 2 hours or so.The AC is very economical and it is working like a charm.The installation was done free of charge.I would recommend this product to others.",Its an aluminum fin! Beware.. its not posted here.. i was mislead,"Good one in this range.. You can Buy this . i bought from some other store , just giving the Product review .. Thanks",Product was not delivered on time and was opened,"Good AC bought last month, Outdoor Unit is of Aluminium (NOT COPPER). Have to see the performance during summer months.",,,B00LWRDVBK," 27,000.00",Voltas,"Voltas 1.5T 183DY/A Split AC (1.50 Ton,3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",5 reviews,3 Star Rating,1.5 T 183 DYa,"28,690.00",Remote Control,1.5 T 183 DYa,#18,"#9,584",White,1646 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-183DY-Split-Rating-Aluminium/dp/B00LWRDVBK/ref=sr_1_9/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-9
Good cooling for first month. Then as usual. Taking time to cool a room of 125 sqft. Else no complaints,1.5 tons,40 dB,"This is not a product review but review of Hyundai brand Service.The specifications of any of the Hyundai ACs do not say if the condenser is of copper or if the product is 100% copper as clearly mentioned by many other popular brands. I called Amazon customer care to find out and they didn't know either. So they gave me Bangalore customer care number (08039404040). I called Bangalore customer care and they gave me 2 more numbers to call (08041311700 and 9538887766) to figure out the details. I called both numbers repeatedly for an entire day and finally managed to get a reception from one number (9538887766). The lady who picked up asked me how i got her number. After i told her that i got it from Hyundai customer care and the reason for my call she gave me another number (7090268888) to call and find out the condenser and connecting pipe material details. The number she gave was giving out this message ""permanently barred all incoming calls"". So i called her back to tell her that the number wasn't helpful but as expected no response for the rest of the day. I even texted her that the number was no good.Now imagine their quality of customer service even before i buy the product. None of the people involved in the sales (Amazon) or service know what the product is made of and they want customers to buy their products.",I had brought the AC in May and so far I'm pretty happy with the performance.,"Hai buyers. Hyundai 3star split AC model mostly condenser made in aluminum  , no doubt about it it's not a copperr condenser,  its economically product. Don't compare high branded product",Good this is my second purchase,Very good under 25k.Good cooling n total satisfied with AC.one sincere advise is use table or wall fan to feel good cooling,Tell me about inlet outlet coil. Coper or aluminum??,Good Product. Value for money.,B01BM8BBL0," 21,900.00",Hyundai,"Hyundai HSE53.GR1-QGE Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",20 reviews,3 Star Rating,967,,Remote Control,HSE53.GR1-QGE,#7,"#2,058",White,4900 Watts,Split,3.7 out of 5 stars,230 Volts,http://www.amazon.in/Hyundai-HSE53-GR1-QGE-Split-Rating-Aluminium/dp/B01BM8BBL0/ref=sr_1_8/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-8
Thanks I got exactly what I ordered even on described date.,1.5 tons,45 dB,At first buying this online must look cheaper it is really just a few hundred Rupees cheaper than what you can get at a retail store (you will have to negotiate with them). But installation requires money and lots of coordination which takes a lot of time.,"Extremely disappointed with the installation process and after sales service.The technician, who came for installation, asked ""why did you buy Voltas? ""Product stopped working after using for just 2 days and it took Voltas 33 days to repair it.",This not a wifi model. It is taking more than 5min to switch on compressor. And cooling capacity is also not that good. Taking minimum 30min to cool 120sqft room. We have not received copper pipes along with AC bought separately from installation team extra cost. For delivery they took nearly 12 days not acceptable from Amazon. And package received damaged. Overall not satisfied at all wast of 40k.,I really appreciate the value of the product.Works great.,"Great product. I picked one up for my in-laws, it hasn't disappointed me one bit. Silent, powerful and works for 8-10 hours",Excellent product at best price and superb service....keep it up.,"Reviewing the a c after using for one month 20 days of service. I could not find any shortcoming in the performance . It is energy saver, cooling capacity is o k. AC starts after 3 minutes of switching which is design parameter similar to that of O General. Besides, it has saved money being low priced complete copper product.I enjoy the cooling than looking into the shortcomings.",B010DLX2LE," 30,500.00",Voltas,"Voltas 183 SY/JY Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",18 reviews,3 Star Rating,1.50 T 183 SY,"40,990.00",Remote Control,1.50 T 183 SY,#9,"#3,660",White,1565 Watts,Split,3.7 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-183-SY-Rating-Copper/dp/B010DLX2LE/ref=sr_1_6/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-6
"I ordered 1.5ton split AC, I got the same product. When I compare it with my old 1.5 ton split ac it looks like 1 ton ac. Confused. Otherwise no problem.",1.5 tons,40 dB,"Hi All... I am posting after using the Hyundai HSP53.GO1-QGE Split AC 1.5 Ton, 3Star product for few days now.. First of all in this Budget you will never get 1.5 ton ac in market. Ac works perfect and cooling is very nice.. NOw Technical part.. Outdour condensor is Microchannel Aluminum Coil.. Compressor Is GMCC (Toshiba Make ) Part no PH300G2C-4ku1. With 55MFD capacitor manufactured by SYSCAP. Outbody is good quality Well build. Now Indore Unit : Look is Good and Plastic Part is made of average Quality. Only Basic Function available with ac. Some of False function described by Amazon. as follows.NO Blower Function, No 4 way swing only Vertical so this 2 Way., No room Temperature Display as it show only ac temperature. Hope this help you.Thanks Manoj","Worst  ac possible....... i bought  this  hyundai 1.5 ton  ac on  5/10/2016. I received  a damaged peice  but didn't  know this, so got it installed  10 days back...... but there was no gas,  so i launched  a complaint.  They came after 2 days for inspection  and confirmed  that gas was leaked, after 2 days their machanic  came  and he welded a join  further damaging  the ac, and paint was burnt-out.  Now why should  i keep a new brand ac  that was yet not started and damaged. I demande replacement  of it..... but they are refusing  any replacement. Giys please  be  careful...... this can happen to you also..... i am suffering  after spending money and still without ac.","Outdoor unit makes lot of noise, very very poor quality plastic all over (This is not my first AC but 3rd one).I would not recommend this to anyone!",I bought 1 tonn AC of Hyundai. I got the delivery a day before scheduled date. I got it installed from a outside technician same day as charges were same. Next day got call from company for installation. Performace wise fully satisfied. Colls the room well. No less than any other AC in terms of cooling.,The AC came with No Gas and did not get cold. I had to pass through lots of hassle before gas was filled and it started working. I really dont where all the gas disappeared and how long the filled gas will last. I also dont know the reason for there being no gas in the brand new AC,"I just had it installed and so far I'm pretty happy with it. Service was surprisingly prompt as it got installed the same day that it arrived, which I have never experienced before with white goods. Cooling is good too.","Execellent product with reasonable price,chilled cooling, timely delivery,one can by without any doubt.Thanks to amazon",B01BM7HX6I,,Hyundai,"Hyundai HSP53.GO1-QGE Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",98 reviews,3 Star Rating,965,"34,990.00",Remote Control,HSP53.GO1-QGE,#10,"#3,755",White,1575 Watts,Split,3.6 out of 5 stars,230 Volts,http://www.amazon.in/Hyundai-HSP53-GO1-QGE-Split-Rating-Aluminium/dp/B01BM7HX6I/ref=sr_1_7/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-7
,1.5 tons,,"AC received on time. Installation guy noticed damaged copper pipes. Immediately called Amazon Customer Service. First, they said we don't refund money in account, we will give you gift vouchers. I right away said no and asked them for refund of damaged material. After talking to them for 30 mins approx. there senior approved the refund which I got after 15 days that too after regular follow-ups.Now, lets come at this Air Conditioner. I am using this AC for past 15 days. AC doesn't cool much. Even after 2 hrs, you don't feel the chill in cooling. Temperature just doesn't reach cutoff limit which I had kept at 25 C.  Very normal cooling which even 1.5T AC was giving me earlier. I won't recommend this AC. Instead go for Bluestar or Llyod.",,,,,,,B01BM7DQ9G," 32,500.00",Carrier,"Carrier Esko 18K Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",50 reviews,3 Star Rating,,"40,000.00",Remote Control,18K Esko (3 Star),#4,"#1,865",White,1522 Watts,Split,3.4 out of 5 stars,230 Volts,http://www.amazon.in/Carrier-Esko-18K-Star-Rating/dp/B01BM7DQ9G/ref=sr_1_4_m/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-4
,1.5 tons,,"AC received on time. Installation guy noticed damaged copper pipes. Immediately called Amazon Customer Service. First, they said we don't refund money in account, we will give you gift vouchers. I right away said no and asked them for refund of damaged material. After talking to them for 30 mins approx. there senior approved the refund which I got after 15 days that too after regular follow-ups.Now, lets come at this Air Conditioner. I am using this AC for past 15 days. AC doesn't cool much. Even after 2 hrs, you don't feel the chill in cooling. Temperature just doesn't reach cutoff limit which I had kept at 25 C.  Very normal cooling which even 1.5T AC was giving me earlier. I won't recommend this AC. Instead go for Bluestar or Llyod.",,,,,,,B01BM7DQ9G," 32,500.00",Carrier,"Carrier Esko 18K Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",50 reviews,3 Star Rating,,"40,000.00",Remote Control,18K Esko (3 Star),#4,"#1,865",White,1522 Watts,Split,3.4 out of 5 stars,230 Volts,http://www.amazon.in/Carrier-Esko-18K-Star-Rating/dp/B01BM7DQ9G/ref=sr_1_4/255-8936376-8594201?ie=UTF8&qid=1485081727&s=kitchen&sr=1-4
